match_id,competition_id,session_id,game_id,group_id,sheet,end_id,hammer_team_id,nonhammer_team_id,score_hammer,score_nonhammer,score_diff,conceded_end,cumulative_score_hammer,cumulative_score_nonhammer,cumulative_score_diff,scoring_team_id,scoring_team_role,powerplay_team_id,powerplay_value,powerplay_by_hammer,blank_end,hammer_noc,hammer_name,nonhammer_noc,nonhammer_name,hammer_task_neg1,hammer_task_0,hammer_task_1,hammer_task_2,hammer_task_3,hammer_task_4,hammer_task_5,hammer_task_6,hammer_task_7,hammer_task_8,hammer_task_9,hammer_task_10,hammer_task_11,hammer_total_shots,nonhammer_task_neg1,nonhammer_task_0,nonhammer_task_1,nonhammer_task_2,nonhammer_task_3,nonhammer_task_4,nonhammer_task_5,nonhammer_task_6,nonhammer_task_7,nonhammer_task_8,nonhammer_task_9,nonhammer_task_10,nonhammer_task_11,nonhammer_total_shots
22230015_11_5,22230015,11,5,1,E,8,11,36,2.0,0.0,2.0,False,5.0,3.0,2.0,11.0,hammer,11.0,2.0,True,False,DEN,Denmark,HUN,Hungary,0,3,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,1,1,0,0,5
22230015_11_5,22230015,11,5,1,E,9,36,11,1.0,0.0,1.0,False,7.0,3.0,4.0,36.0,hammer,,,False,False,HUN,Hungary,DEN,Denmark,1,0,0,0,1,0,0,1,0,2,0,0,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,5
22230015_12_1,22230015,12,1,2,A,1,20,23,1.0,0.0,1.0,False,0.0,0.0,0.0,20.0,hammer,,,False,False,USA,United States,ENG,England,0,3,0,0,1,0,0,0,0,1,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_12_1,22230015,12,1,2,A,2,23,20,0.0,3.0,-3.0,False,1.0,0.0,1.0,20.0,nonhammer,,,False,False,ENG,England,USA,United States,0,4,0,0,0,0,0,0,0,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5
22230015_12_1,22230015,12,1,2,A,3,23,20,0.0,2.0,-2.0,False,1.0,3.0,-2.0,20.0,nonhammer,,,False,False,ENG,England,USA,United States,0,2,0,0,0,0,0,0,1,2,0,0,0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,5
22230015_12_1,22230015,12,1,2,A,4,23,20,0.0,1.0,-1.0,False,1.0,5.0,-4.0,20.0,nonhammer,,,False,False,ENG,England,USA,United States,0,2,0,0,2,0,0,0,1,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_12_1,22230015,12,1,2,A,5,23,20,1.0,0.0,1.0,False,1.0,6.0,-5.0,23.0,hammer,23.0,1.0,True,False,ENG,England,USA,United States,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,1,1,0,0,5
22230015_12_1,22230015,12,1,2,A,6,20,23,0.0,1.0,-1.0,False,2.0,6.0,-4.0,23.0,nonhammer,20.0,2.0,True,False,USA,United States,ENG,England,0,2,0,0,0,0,0,1,1,1,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_12_2,22230015,12,2,2,B,1,17,16,0.0,1.0,-1.0,False,0.0,0.0,0.0,16.0,nonhammer,,,False,False,NOR,Norway,JPN,Japan,0,3,0,0,1,0,0,0,0,0,0,1,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,5
22230015_12_2,22230015,12,2,2,B,2,17,16,4.0,0.0,4.0,False,0.0,1.0,-1.0,17.0,hammer,,,False,False,NOR,Norway,JPN,Japan,0,3,0,1,1,0,0,0,0,0,0,0,0,5,0,3,0,0,1,0,0,0,0,0,1,0,0,5
22230015_12_2,22230015,12,2,2,B,3,16,17,3.0,0.0,3.0,False,4.0,1.0,3.0,16.0,hammer,,,False,False,JPN,Japan,NOR,Norway,0,3,0,0,0,0,0,1,0,0,1,0,0,5,0,3,0,0,0,0,0,1,1,0,0,0,0,5
22230015_12_2,22230015,12,2,2,B,4,17,16,3.0,0.0,3.0,False,7.0,1.0,6.0,17.0,hammer,,,False,False,NOR,Norway,JPN,Japan,0,4,0,0,0,0,0,0,1,0,0,0,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,5
22230015_12_2,22230015,12,2,2,B,5,16,17,2.0,0.0,2.0,False,10.0,1.0,9.0,16.0,hammer,,,False,False,JPN,Japan,NOR,Norway,0,2,0,0,2,0,0,0,0,0,0,0,1,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_12_2,22230015,12,2,2,B,6,17,16,0.0,1.0,-1.0,False,12.0,1.0,11.0,16.0,nonhammer,17.0,2.0,True,False,NOR,Norway,JPN,Japan,0,2,0,0,0,0,0,0,0,1,1,1,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,5
22230015_12_2,22230015,12,2,2,B,7,17,16,1.0,0.0,1.0,False,12.0,2.0,10.0,17.0,hammer,,,False,False,NOR,Norway,JPN,Japan,0,4,0,0,0,0,0,1,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,5
22230015_12_2,22230015,12,2,2,B,8,16,17,3.0,0.0,3.0,False,13.0,2.0,11.0,16.0,hammer,16.0,1.0,True,False,JPN,Japan,NOR,Norway,0,2,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,2,0,0,0,0,5
22230015_12_3,22230015,12,3,2,C,1,34,51,0.0,2.0,-2.0,False,0.0,0.0,0.0,51.0,nonhammer,,,False,False,ESP,Spain,TUR,Türkiye,0,2,0,0,0,0,0,0,1,0,0,2,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,5
22230015_12_3,22230015,12,3,2,C,2,34,51,1.0,0.0,1.0,False,0.0,2.0,-2.0,34.0,hammer,,,False,False,ESP,Spain,TUR,Türkiye,0,3,0,0,2,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_12_3,22230015,12,3,2,C,3,51,34,0.0,1.0,-1.0,False,1.0,2.0,-1.0,34.0,nonhammer,,,False,False,TUR,Türkiye,ESP,Spain,0,2,0,0,0,0,0,0,0,0,1,2,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_12_3,22230015,12,3,2,C,4,51,34,4.0,0.0,4.0,False,1.0,3.0,-2.0,51.0,hammer,,,False,False,TUR,Türkiye,ESP,Spain,0,2,0,0,0,0,0,0,1,0,1,1,0,5,0,4,0,0,0,0,0,1,0,0,0,0,0,5
22230015_12_3,22230015,12,3,2,C,5,34,51,0.0,3.0,-3.0,False,5.0,3.0,2.0,51.0,nonhammer,,,False,False,ESP,Spain,TUR,Türkiye,0,1,0,0,0,0,0,1,2,0,0,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5
22230015_12_3,22230015,12,3,2,C,6,34,51,2.0,0.0,2.0,False,5.0,6.0,-1.0,34.0,hammer,34.0,1.0,True,False,ESP,Spain,TUR,Türkiye,0,3,0,0,1,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,1,0,2,0,0,5
22230015_12_3,22230015,12,3,2,C,7,51,34,1.0,0.0,1.0,False,7.0,6.0,1.0,51.0,hammer,51.0,1.0,True,False,TUR,Türkiye,ESP,Spain,0,1,0,0,0,0,0,0,0,0,2,2,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_12_4,22230015,12,4,2,D,1,28,18,0.0,1.0,-1.0,False,0.0,0.0,0.0,18.0,nonhammer,,,False,False,AUT,Austria,SUI,Switzerland,0,3,0,0,0,0,0,0,0,0,1,1,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,5
22230015_12_4,22230015,12,4,2,D,2,28,18,1.0,0.0,1.0,False,0.0,1.0,-1.0,28.0,hammer,,,False,False,AUT,Austria,SUI,Switzerland,0,4,0,0,1,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5
22230015_12_4,22230015,12,4,2,D,3,18,28,0.0,1.0,-1.0,False,1.0,1.0,0.0,28.0,nonhammer,,,False,False,SUI,Switzerland,AUT,Austria,0,3,0,0,1,0,0,0,0,0,1,0,0,5,0,2,0,1,2,0,0,0,0,0,0,0,0,5
22230015_12_4,22230015,12,4,2,D,4,18,28,4.0,0.0,4.0,False,1.0,2.0,-1.0,18.0,hammer,,,False,False,SUI,Switzerland,AUT,Austria,0,3,0,0,1,0,0,0,0,0,1,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5
22230015_12_4,22230015,12,4,2,D,5,28,18,1.0,0.0,1.0,False,5.0,2.0,3.0,28.0,hammer,,,False,False,AUT,Austria,SUI,Switzerland,0,4,0,0,1,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_12_4,22230015,12,4,2,D,6,18,28,2.0,0.0,2.0,False,6.0,2.0,4.0,18.0,hammer,,,False,False,SUI,Switzerland,AUT,Austria,0,3,0,0,1,0,0,0,0,0,0,1,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_12_4,22230015,12,4,2,D,7,28,18,2.0,0.0,2.0,False,8.0,2.0,6.0,28.0,hammer,28.0,2.0,True,False,AUT,Austria,SUI,Switzerland,0,3,0,1,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,1,0,2,0,0,0,0,0,5
22230015_12_4,22230015,12,4,2,D,8,18,28,,,,True,10.0,2.0,8.0,,,18.0,2.0,True,False,SUI,Switzerland,AUT,Austria,1,0,0,0,0,1,0,1,0,0,1,1,0,5,1,2,2,0,0,0,0,0,0,0,0,0,0,5
22230015_12_5,22230015,12,5,2,E,1,15,19,2.0,0.0,2.0,False,0.0,0.0,0.0,15.0,hammer,,,False,False,GER,Germany,SWE,Sweden,0,2,0,0,2,0,0,0,0,0,1,0,0,5,0,3,0,0,0,0,1,1,0,0,0,0,0,5
22230015_12_5,22230015,12,5,2,E,2,19,15,1.0,0.0,1.0,False,2.0,0.0,2.0,19.0,hammer,,,False,False,SWE,Sweden,GER,Germany,0,2,0,0,2,0,1,0,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,5
22230015_12_5,22230015,12,5,2,E,3,15,19,2.0,0.0,2.0,False,3.0,0.0,3.0,15.0,hammer,,,False,False,GER,Germany,SWE,Sweden,0,2,0,0,0,0,0,0,0,1,0,2,0,5,0,1,0,3,1,0,0,0,0,0,0,0,0,5
22230015_12_5,22230015,12,5,2,E,4,19,15,2.0,0.0,2.0,False,5.0,0.0,5.0,19.0,hammer,,,False,False,SWE,Sweden,GER,Germany,0,1,0,0,2,0,0,0,0,1,0,1,0,5,0,1,0,3,0,0,1,0,0,0,0,0,0,5
22230015_12_5,22230015,12,5,2,E,5,15,19,0.0,1.0,-1.0,False,7.0,0.0,7.0,19.0,nonhammer,,,False,False,GER,Germany,SWE,Sweden,0,1,0,1,1,0,0,1,0,0,0,0,1,5,0,3,0,0,1,0,0,1,0,0,0,0,0,5
22230015_12_5,22230015,12,5,2,E,6,15,19,3.0,0.0,3.0,False,7.0,1.0,6.0,15.0,hammer,,,False,False,GER,Germany,SWE,Sweden,0,1,0,0,4,0,0,0,0,0,0,0,0,5,0,3,0,0,1,0,1,0,0,0,0,0,0,5
22230015_12_5,22230015,12,5,2,E,7,19,15,0.0,2.0,-2.0,False,10.0,1.0,9.0,15.0,nonhammer,19.0,2.0,True,False,SWE,Sweden,GER,Germany,0,3,0,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,2,0,0,1,1,0,0,0,0,5
22230015_13_1,22230015,13,1,1,A,1,22,25,0.0,2.0,-2.0,False,0.0,0.0,0.0,25.0,nonhammer,,,False,False,CZE,Czech Republic,NED,Netherlands,0,1,0,0,1,0,0,0,0,0,2,1,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_13_1,22230015,13,1,1,A,2,22,25,0.0,1.0,-1.0,False,0.0,2.0,-2.0,25.0,nonhammer,,,False,False,CZE,Czech Republic,NED,Netherlands,0,2,0,0,1,0,0,1,0,0,0,1,0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,5
22230015_13_1,22230015,13,1,1,A,3,22,25,2.0,0.0,2.0,False,0.0,3.0,-3.0,22.0,hammer,,,False,False,CZE,Czech Republic,NED,Netherlands,0,3,0,1,0,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5
22230015_13_1,22230015,13,1,1,A,4,25,22,0.0,1.0,-1.0,False,2.0,3.0,-1.0,22.0,nonhammer,,,False,False,NED,Netherlands,CZE,Czech Republic,0,1,0,1,0,0,0,0,0,0,1,2,0,5,0,4,0,0,0,0,0,0,0,0,0,1,0,5
22230015_13_1,22230015,13,1,1,A,5,25,22,0.0,3.0,-3.0,False,2.0,4.0,-2.0,22.0,nonhammer,,,False,False,NED,Netherlands,CZE,Czech Republic,0,2,0,0,0,0,0,1,1,0,1,0,0,5,0,3,0,1,0,0,0,0,0,0,0,1,0,5
22230015_13_1,22230015,13,1,1,A,6,25,22,1.0,0.0,1.0,False,2.0,7.0,-5.0,25.0,hammer,25.0,1.0,True,False,NED,Netherlands,CZE,Czech Republic,0,3,0,0,0,0,0,1,0,0,1,0,0,5,0,1,0,0,0,1,0,0,1,0,2,0,0,5
22230015_13_1,22230015,13,1,1,A,7,22,25,1.0,0.0,1.0,False,3.0,7.0,-4.0,22.0,hammer,22.0,1.0,True,False,CZE,Czech Republic,NED,Netherlands,0,1,0,0,0,0,0,2,0,0,1,1,0,5,0,4,0,0,0,0,0,0,0,0,0,1,0,5
22230015_13_1,22230015,13,1,1,A,8,25,22,1.0,0.0,1.0,False,4.0,7.0,-3.0,25.0,hammer,,,False,False,NED,Netherlands,CZE,Czech Republic,0,4,0,0,0,0,0,0,0,0,0,1,0,5,0,3,0,1,1,0,0,0,0,0,0,0,0,5
22230015_13_2,22230015,13,2,1,B,1,11,10,0.0,1.0,-1.0,False,0.0,0.0,0.0,10.0,nonhammer,,,False,False,DEN,Denmark,CAN,Canada,0,2,0,0,0,0,0,0,0,1,1,0,1,5,0,2,0,3,0,0,0,0,0,0,0,0,0,5
22230015_13_2,22230015,13,2,1,B,2,11,10,1.0,0.0,1.0,False,0.0,1.0,-1.0,11.0,hammer,,,False,False,DEN,Denmark,CAN,Canada,0,3,0,1,0,0,0,0,0,0,0,0,1,5,0,4,0,0,0,0,0,0,0,0,0,0,1,5
22230015_13_2,22230015,13,2,1,B,3,10,11,1.0,0.0,1.0,False,1.0,1.0,0.0,10.0,hammer,,,False,False,CAN,Canada,DEN,Denmark,0,2,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5
22230015_13_2,22230015,13,2,1,B,4,11,10,0.0,1.0,-1.0,False,2.0,1.0,1.0,10.0,nonhammer,,,False,False,DEN,Denmark,CAN,Canada,0,3,0,0,0,0,0,2,0,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_13_2,22230015,13,2,1,B,5,11,10,1.0,0.0,1.0,False,2.0,2.0,0.0,11.0,hammer,,,False,False,DEN,Denmark,CAN,Canada,0,3,0,1,0,0,0,0,0,0,0,0,1,5,0,3,0,1,0,0,0,0,0,0,0,0,1,5
22230015_13_2,22230015,13,2,1,B,6,10,11,2.0,0.0,2.0,False,3.0,2.0,1.0,10.0,hammer,,,False,False,CAN,Canada,DEN,Denmark,0,1,0,1,0,0,0,1,2,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_13_2,22230015,13,2,1,B,7,11,10,0.0,3.0,-3.0,False,5.0,2.0,3.0,10.0,nonhammer,11.0,2.0,True,False,DEN,Denmark,CAN,Canada,0,3,0,1,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,1,0,1,0,0,1,0,0,5
22230015_13_3,22230015,13,3,1,C,1,36,14,0.0,2.0,-2.0,False,0.0,0.0,0.0,14.0,nonhammer,,,False,False,HUN,Hungary,SCO,Scotland,0,1,0,0,0,0,0,0,0,0,4,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_13_3,22230015,13,3,1,C,2,36,14,1.0,0.0,1.0,False,0.0,2.0,-2.0,36.0,hammer,,,False,False,HUN,Hungary,SCO,Scotland,0,4,0,0,0,0,0,0,0,0,0,1,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_13_3,22230015,13,3,1,C,3,14,36,2.0,0.0,2.0,False,1.0,2.0,-1.0,14.0,hammer,,,False,False,SCO,Scotland,HUN,Hungary,0,2,0,0,0,0,0,0,0,1,1,1,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,5
22230015_13_3,22230015,13,3,1,C,4,36,14,2.0,0.0,2.0,False,3.0,2.0,1.0,36.0,hammer,,,False,False,HUN,Hungary,SCO,Scotland,0,3,0,1,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,2,1,0,5
22230015_13_3,22230015,13,3,1,C,5,14,36,3.0,0.0,3.0,False,5.0,2.0,3.0,14.0,hammer,,,False,False,SCO,Scotland,HUN,Hungary,0,3,0,0,1,0,0,0,0,0,1,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_13_3,22230015,13,3,1,C,6,36,14,1.0,0.0,1.0,False,8.0,2.0,6.0,36.0,hammer,36.0,1.0,True,False,HUN,Hungary,SCO,Scotland,0,0,0,1,1,0,0,0,2,0,1,0,0,5,0,2,0,0,0,1,0,1,0,0,1,0,0,5
22230015_13_3,22230015,13,3,1,C,7,14,36,0.0,1.0,-1.0,False,9.0,2.0,7.0,36.0,nonhammer,14.0,1.0,True,False,SCO,Scotland,HUN,Hungary,0,1,0,0,0,1,0,2,0,1,0,0,0,5,0,1,1,0,0,0,0,2,0,0,0,1,0,5
22230015_13_3,22230015,13,3,1,C,8,14,36,0.0,1.0,-1.0,False,9.0,3.0,6.0,36.0,nonhammer,,,False,False,SCO,Scotland,HUN,Hungary,0,1,0,0,0,0,0,0,0,3,1,0,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,5
22230015_13_4,22230015,13,4,1,D,1,37,46,5.0,0.0,5.0,False,0.0,0.0,0.0,37.0,hammer,,,False,False,EST,Estonia,AUS,Australia,0,2,0,0,1,0,0,1,1,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_13_4,22230015,13,4,1,D,2,46,37,1.0,0.0,1.0,False,5.0,0.0,5.0,46.0,hammer,,,False,False,AUS,Australia,EST,Estonia,0,2,0,0,0,0,0,0,1,0,2,0,0,5,0,2,0,0,0,0,0,0,2,0,1,0,0,5
22230015_13_4,22230015,13,4,1,D,3,37,46,3.0,0.0,3.0,False,6.0,0.0,6.0,37.0,hammer,,,False,False,EST,Estonia,AUS,Australia,0,2,0,0,1,0,0,0,0,2,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_13_4,22230015,13,4,1,D,4,46,37,1.0,0.0,1.0,False,9.0,0.0,9.0,46.0,hammer,46.0,2.0,True,False,AUS,Australia,EST,Estonia,0,1,0,0,1,0,0,1,2,0,0,0,0,5,0,2,0,0,0,0,0,0,2,1,0,0,0,5
22230015_13_4,22230015,13,4,1,D,5,37,46,1.0,0.0,1.0,False,10.0,0.0,10.0,37.0,hammer,,,False,False,EST,Estonia,AUS,Australia,0,2,0,0,0,0,0,0,0,2,0,1,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,5
22230015_13_4,22230015,13,4,1,D,6,46,37,1.0,0.0,1.0,False,11.0,0.0,11.0,46.0,hammer,,,False,False,AUS,Australia,EST,Estonia,0,3,0,1,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,1,2,0,0,5
22230015_13_5,22230015,13,5,1,E,1,24,44,1.0,0.0,1.0,False,0.0,0.0,0.0,24.0,hammer,,,False,False,ITA,Italy,KOR,Korea,0,3,0,0,0,0,0,0,1,0,0,0,1,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_13_5,22230015,13,5,1,E,2,44,24,0.0,1.0,-1.0,False,1.0,0.0,1.0,24.0,nonhammer,,,False,False,KOR,Korea,ITA,Italy,0,2,0,0,1,0,0,0,2,0,0,0,0,5,0,3,0,1,0,0,1,0,0,0,0,0,0,5
22230015_13_5,22230015,13,5,1,E,3,44,24,0.0,2.0,-2.0,False,1.0,1.0,0.0,24.0,nonhammer,,,False,False,KOR,Korea,ITA,Italy,0,0,0,0,0,1,0,1,1,1,1,0,0,5,0,2,0,2,1,0,0,0,0,0,0,0,0,5
22230015_13_5,22230015,13,5,1,E,4,44,24,1.0,0.0,1.0,False,1.0,3.0,-2.0,44.0,hammer,,,False,False,KOR,Korea,ITA,Italy,0,3,0,0,1,0,0,0,0,0,1,0,0,5,0,3,0,1,0,0,0,0,1,0,0,0,0,5
22230015_13_5,22230015,13,5,1,E,5,24,44,1.0,0.0,1.0,False,2.0,3.0,-1.0,24.0,hammer,,,False,False,ITA,Italy,KOR,Korea,0,2,0,0,2,0,0,0,0,0,0,0,1,5,0,3,0,0,2,0,0,0,0,0,0,0,0,5
22230015_13_5,22230015,13,5,1,E,6,44,24,1.0,0.0,1.0,False,3.0,3.0,0.0,44.0,hammer,44.0,2.0,True,False,KOR,Korea,ITA,Italy,0,1,0,1,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,2,0,2,1,0,0,0,0,5
22230015_13_5,22230015,13,5,1,E,7,24,44,0.0,1.0,-1.0,False,4.0,3.0,1.0,44.0,nonhammer,,,False,False,ITA,Italy,KOR,Korea,0,1,0,0,0,0,0,1,0,1,2,0,0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,5
22230015_13_5,22230015,13,5,1,E,8,24,44,1.0,0.0,1.0,False,4.0,4.0,0.0,24.0,hammer,24.0,2.0,True,False,ITA,Italy,KOR,Korea,0,2,0,0,0,0,0,0,0,3,0,0,0,5,0,2,0,2,0,0,1,0,0,0,0,0,0,5
22230015_14_1,22230015,14,1,2,A,1,34,28,2.0,0.0,2.0,False,0.0,0.0,0.0,34.0,hammer,,,False,False,ESP,Spain,AUT,Austria,0,2,0,0,0,0,0,2,0,0,1,0,0,5,0,2,0,0,1,0,0,0,1,0,1,0,0,5
22230015_14_1,22230015,14,1,2,A,2,28,34,0.0,1.0,-1.0,False,2.0,0.0,2.0,34.0,nonhammer,,,False,False,AUT,Austria,ESP,Spain,0,2,0,0,0,0,0,0,0,1,2,0,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,5
22230015_14_1,22230015,14,1,2,A,3,28,34,2.0,0.0,2.0,False,2.0,1.0,1.0,28.0,hammer,,,False,False,AUT,Austria,ESP,Spain,0,1,0,0,0,0,0,1,2,1,0,0,0,5,0,2,0,0,0,0,0,0,3,0,0,0,0,5
22230015_14_1,22230015,14,1,2,A,4,34,28,0.0,1.0,-1.0,False,4.0,1.0,3.0,28.0,nonhammer,,,False,False,ESP,Spain,AUT,Austria,0,3,0,0,0,0,0,0,0,0,2,0,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,5
22230015_14_1,22230015,14,1,2,A,5,34,28,0.0,1.0,-1.0,False,4.0,2.0,2.0,28.0,nonhammer,,,False,False,ESP,Spain,AUT,Austria,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_14_1,22230015,14,1,2,A,6,34,28,3.0,0.0,3.0,False,4.0,3.0,1.0,34.0,hammer,34.0,1.0,True,False,ESP,Spain,AUT,Austria,0,4,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,2,0,5
22230015_14_1,22230015,14,1,2,A,7,28,34,0.0,1.0,-1.0,False,7.0,3.0,4.0,34.0,nonhammer,28.0,2.0,True,False,AUT,Austria,ESP,Spain,0,2,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,1,1,0,0,0,0,5
22230015_14_1,22230015,14,1,2,A,8,28,34,1.0,0.0,1.0,False,7.0,4.0,3.0,28.0,hammer,,,False,False,AUT,Austria,ESP,Spain,0,3,0,0,0,0,0,0,1,0,0,1,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,5
22230015_14_2,22230015,14,2,2,B,1,19,18,1.0,0.0,1.0,False,0.0,0.0,0.0,19.0,hammer,,,False,False,SWE,Sweden,SUI,Switzerland,0,2,0,0,1,0,0,0,2,0,0,0,0,5,0,2,0,1,0,0,0,0,2,0,0,0,0,5
22230015_14_2,22230015,14,2,2,B,2,18,19,1.0,0.0,1.0,False,1.0,0.0,1.0,18.0,hammer,,,False,False,SUI,Switzerland,SWE,Sweden,0,4,0,0,0,0,0,0,0,0,1,0,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,5
22230015_14_2,22230015,14,2,2,B,3,19,18,1.0,0.0,1.0,False,2.0,0.0,2.0,19.0,hammer,,,False,False,SWE,Sweden,SUI,Switzerland,0,2,0,0,0,0,0,3,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,2,1,0,5
22230015_14_2,22230015,14,2,2,B,4,18,19,1.0,0.0,1.0,False,3.0,0.0,3.0,18.0,hammer,,,False,False,SUI,Switzerland,SWE,Sweden,0,4,0,0,0,0,0,0,0,0,1,0,0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,5
22230015_14_2,22230015,14,2,2,B,5,19,18,0.0,1.0,-1.0,False,4.0,0.0,4.0,18.0,nonhammer,,,False,False,SWE,Sweden,SUI,Switzerland,0,3,0,0,0,0,0,0,0,0,1,1,0,5,0,4,0,0,0,0,0,1,0,0,0,0,0,5
22230015_14_2,22230015,14,2,2,B,6,19,18,2.0,0.0,2.0,False,4.0,1.0,3.0,19.0,hammer,19.0,2.0,True,False,SWE,Sweden,SUI,Switzerland,0,2,0,0,0,0,0,3,0,0,0,0,0,5,0,1,0,0,0,1,0,0,1,0,2,0,0,5
22230015_14_2,22230015,14,2,2,B,7,18,19,3.0,0.0,3.0,False,6.0,1.0,5.0,18.0,hammer,18.0,1.0,True,False,SUI,Switzerland,SWE,Sweden,0,3,0,0,0,0,0,1,1,0,0,0,0,5,0,2,0,0,0,1,0,0,2,0,0,0,0,5
22230015_14_2,22230015,14,2,2,B,8,19,18,0.0,2.0,-2.0,False,9.0,1.0,8.0,18.0,nonhammer,,,False,False,SWE,Sweden,SUI,Switzerland,0,3,0,0,0,0,0,0,0,0,1,1,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,5
22230015_14_3,22230015,14,3,2,C,1,23,15,0.0,1.0,-1.0,False,0.0,0.0,0.0,15.0,nonhammer,,,False,False,ENG,England,GER,Germany,0,3,0,0,0,0,0,0,0,0,0,2,0,5,0,3,0,1,0,0,0,0,1,0,0,0,0,5
22230015_14_3,22230015,14,3,2,C,2,23,15,0.0,2.0,-2.0,False,0.0,1.0,-1.0,15.0,nonhammer,,,False,False,ENG,England,GER,Germany,0,1,0,0,0,0,0,0,0,0,3,1,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,5
22230015_14_3,22230015,14,3,2,C,3,23,15,1.0,0.0,1.0,False,0.0,3.0,-3.0,23.0,hammer,23.0,1.0,True,False,ENG,England,GER,Germany,0,4,0,1,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,1,0,0,0,0,0,0,0,5
22230015_14_3,22230015,14,3,2,C,4,15,23,3.0,0.0,3.0,False,1.0,3.0,-2.0,15.0,hammer,,,False,False,GER,Germany,ENG,England,0,3,0,0,0,0,0,0,0,1,1,0,0,5,0,4,0,0,0,0,0,0,0,0,1,0,0,5
